Antecedent;Consequent
 KÃ¤se-Mohn Breze | Obstbecher 0,90 | PfÃ¤lzer | Semmeln | Wiener | belegte Backw. 1; Klassik Semmel 0,30    
 Klassik Semmel 0,30 | Semmeln | belegte Backw. 1,40 ; Wiener    
 Klassik Semmel 0,30 | PfÃ¤lzer | Semmeln | belegte Backw. 1,4; KÃ¤se-Mohn Breze | Wiener
 Klassik Semmel 0,30 | PfÃ¤lzer | Wiener | belegte Backw. 1,4; KÃ¤se-Mohn Breze | Semmeln
 Klassik Semmel 0,30 | Semmeln | Wiener | belegte Backw. 1,40 ; KÃ¤se-Mohn Breze  
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | belegte Backw. 1,4; Semmeln | Wiener |
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | belegte Backw. 1; Semmeln | Wiener |
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | Semmeln | belegte Backw. 1,4; Wiener    
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | Wiener | belegte Backw. 1,4; Semmeln    
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semmeln | belegte Backw. 1; Wiener    
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wiener | belegte Backw. 1; Semmeln    
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | Semmeln | Wiener | belegte Backw. 1,4; PfÃ¤lzer  
 Klassik Semmel 0,30 | PfÃ¤lzer | Semmeln | Wiener | belegte Backw. 1,4; KÃ¤se-Mohn Breze  
 KÃ¤se-Mohn Breze | PfÃ¤lzer | Semmeln | Wiener | belegte Backw. 1; Klassik Semmel 0,30    
 Obstbecher 0,90 | PfÃ¤lzer | Wiene; Klassik Semmel 0,30 | Semmeln |
 Klassik Semmel 0,30 | Obstbecher 0,90 | PfÃ¤lze; Semmeln | Wiener |
 Klassik Semmel 0,30 | Obstbecher 0,90 | PfÃ¤lzer | Semmel; Wiener    
 Klassik Semmel 0,30 | Obstbecher 0,90 | PfÃ¤lzer | Wiene; Semmeln    
 Obstbecher 0,90 | PfÃ¤lzer | Semmeln | Wiene; Klassik Semmel 0,30    
 Breze 0,65 | Breze 0,65 | PfÃ¤lze; O-Saft frisch    
 BIO Molkerei 0,80 | PfÃ¤lzer | Wiene; Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | Semmeln
 BIO Molkerei 0,80 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Klassik Semmel 0,30 | Semmeln |
 BIO Molkerei 0,80 | PfÃ¤lzer | Semmeln | Wiene; Klassik Semmel 0,30 | KÃ¤se-Mohn Breze
 BIO Molkerei 0,80 | Breze 0,65 | PfÃ¤lzer | Semmel; KÃ¤se-Mohn Breze  
 BIO Molkerei 0,80 | Breze 0,65 | PfÃ¤lzer | Wiene; Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | Semmeln
 BIO Molkerei 0,80 | Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤l; Semmeln    
 BIO Molkerei 0,80 | Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semm; Klassik Semmel 0,30 | Wiener |
 BIO Molkerei 0,80 | Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Klassik Semmel 0,30 | Semmeln |
 BIO Molkerei 0,80 | Breze 0,65 | PfÃ¤lzer | Semmeln | Wiene; Klassik Semmel 0,30 | KÃ¤se-Mohn Breze
 BIO Molkerei 0,80 | Klassik Semmel 0,30 | PfÃ¤lze; KÃ¤se-Mohn Breze | Semmeln | Wiener
 BIO Molkerei 0,80 | Klassik Semmel 0,30 | PfÃ¤lzer | Semmel; KÃ¤se-Mohn Breze | Wiener
 BIO Molkerei 0,80 | Klassik Semmel 0,30 | PfÃ¤lzer | Wiene; KÃ¤se-Mohn Breze | Semmeln
 BIO Molkerei 0,80 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤l; Semmeln | Wiener |
 BIO Molkerei 0,80 | Breze 0,65 | Klassik Semmel 0,30 | PfÃ¤lze; KÃ¤se-Mohn Breze | Semmeln | Wiener
 BIO Molkerei 0,80 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semm; Wiener    
 BIO Molkerei 0,80 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Semmeln    
 BIO Molkerei 0,80 | Klassik Semmel 0,30 | PfÃ¤lzer | Semmeln | Wiene; KÃ¤se-Mohn Breze  
 BIO Molkerei 0,80 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semmeln | Wie; Klassik Semmel 0,30    
 BIO Molkerei 0,80 | Breze 0,65 | Klassik Semmel 0,30 | PfÃ¤lzer | Semmel; KÃ¤se-Mohn Breze | Wiener
 BIO Molkerei 0,80 | Breze 0,65 | Klassik Semmel 0,30 | PfÃ¤lzer | Wiene; KÃ¤se-Mohn Breze | Semmeln
 BIO Molkerei 0,80 | Breze 0,65 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤l; Semmeln | Wiener |
 BIO Molkerei 0,80 | Breze 0,65 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semm; Wiener    
 BIO Molkerei 0,80 | Breze 0,65 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Semmeln    
 BIO Molkerei 0,80 | Breze 0,65 | Klassik Semmel 0,30 | PfÃ¤lzer | Semmeln | Wiene; KÃ¤se-Mohn Breze  
 BIO Molkerei 0,80 | Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semmeln | Wie; Klassik Semmel 0,30    
 BIO Molkerei 0,80 | KÃ¤se-Mohn Breze | PfÃ¤l; Semmeln    
 BIO Molkerei 0,80 | PfÃ¤lzer | Semmel; KÃ¤se-Mohn Breze  
 Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤l; Klassik Semmel 0,30    
 Breze 0,65 | PfÃ¤lzer | Semmel; Klassik Semmel 0,30 | Wiener |
 Breze 0,65 | Klassik Semmel 0,30 | PfÃ¤lzer | Wiene; Semmeln    
 Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Klassik Semmel 0,30 | Semmeln |
 Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semm; Klassik Semmel 0,30 | Wiener |
 Breze 0,65 | PfÃ¤lzer | Semmeln | Wiene; Klassik Semmel 0,30    
 Breze 0,65 | Klassik Semmel 0,30 | PfÃ¤lzer | Semmel; Wiener    
 Breze 0,65 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semm; Wiener    
 Breze 0,65 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Semmeln    
 Breze 0,65 | Klassik Semmel 0,30 | PfÃ¤lzer | Semmeln | Wiene; KÃ¤se-Mohn Breze  
 Breze 0,65 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semmeln | Wie; Klassik Semmel 0,30    
 KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Klassik Semmel 0,30 | Semmeln |
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Semm; Wiener    
 Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | PfÃ¤lzer | Wie; Semmeln    
 KÃ¤se-Mohn Breze | PfÃ¤lzer | Semmeln | Wie; Klassik Semmel 0,30    
 PfÃ¤lzer | Semmeln | Wiene; Klassik Semmel 0,30    
 WeiÃŸwurst | belegte Backw. 1,7; Breze 0,65 | Ei 0,30 |
 Breze 0,65 | WeiÃŸwurst | belegte Backw. 1,7; Ei 0,30    
 Ei 0,30 | WeiÃŸwurst | belegte Backw. 1,7; Breze 0,65    
 Marmelade 0,35 | WeiÃŸwurs; Breze 0,65 | O-Saft frisch |
 Breze 0,65 | Marmelade 0,35 | WeiÃŸwurs; O-Saft frisch    
 Marmelade 0,35 | O-Saft frisch | WeiÃŸwurs; Breze 0,65    
 BIO Molkerei 0,55 _ | WeiÃŸwurs; Breze 0,65    
 BIO Molkerei 0,55 _ | Klassik Semmel 0,30 | WeiÃŸwurs; Breze 0,65 | KÃ¤se-Mohn Breze
 BIO Molkerei 0,55 _ | KÃ¤se-Mohn Breze | WeiÃŸwu; Breze 0,65 | Klassik Semmel 0,30 |
 Breze 0,65 | KÃ¤se-Mohn Breze | WeiÃŸwu; Klassik Semmel 0,30    
 BIO Molkerei 0,55 _ | Breze 0,65 | Klassik Semmel 0,30 | WeiÃŸwurs; KÃ¤se-Mohn Breze  
 BIO Molkerei 0,55 _ | Breze 0,65 | KÃ¤se-Mohn Breze | WeiÃŸwu; Klassik Semmel 0,30    
 BIO Molkerei 0,55 _ | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | WeiÃŸwu; Breze 0,65    
 Breze 0,65 | Klassik Semmel 0,30 | KÃ¤se-Mohn Breze | WeiÃŸwu; BIO Molkerei 0,55 _    
 LeberkÃ¤se Semmel | WeiÃŸwu; Semmeln    
 Breze 0,65 | LeberkÃ¤se Semmel | WeiÃŸwu; Semmeln    
 BIO Molkerei 0,80 | WeiÃŸwurst | WeiÃŸwu; Backwaren Kuchen 1,30 | Breze 0,65 | Semmeln |
 Semmeln | WeiÃŸwurst | WeiÃŸwu; Backwaren Kuchen 1,30 | Breze 0,65 |
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Semmeln ; Breze 0,65    
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | WeiÃŸwurst | WeiÃŸwu; Breze 0,65 | Semmeln |
 BIO Molkerei 0,80 | Semmeln | WeiÃŸwurst | WeiÃŸwu; Backwaren Kuchen 1,30 | Breze 0,65 |
 Backwaren Kuchen 1,30 | Semmeln | WeiÃŸwurst | WeiÃŸwu; Breze 0,65    
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Breze 0,65 | WeiÃŸwurst | WeiÃŸwu; Semmeln    
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Semmeln | WeiÃŸwurst | WeiÃŸwu; Breze 0,65    
 BIO Molkerei 0,80 | Breze 0,65 | Semmeln | WeiÃŸwurst | WeiÃŸwu; Backwaren Kuchen 1,30    
 Backwaren Kuchen 1,30 | Breze 0,65 | Semmeln | WeiÃŸwurst | WeiÃŸwu; BIO Molkerei 0,80    
 BIO Molkerei 0,80 | Obst 0,40 | WeiÃŸwurs; Breze 0,65    
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | WeiÃŸwurs; Breze 0,65 | Semmeln |
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Breze 0,65 | Semmeln ; WeiÃŸwurst  
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Semmeln | WeiÃŸwurs; Breze 0,65    
 BIO Molkerei 0,80 | Semmeln | WeiÃŸwurs; Breze 0,65    1.3333333333333
 BIO Molkerei 0,80 | Breze 0,65 | Breze 0,65 ; Backwaren Kuchen 1,30    
 Obst 0,40 | WeiÃŸwurs; Breze 0,65    
 Breze 0,65 | Kornsemmel 0,40 | Obst 0,40 ; WeiÃŸwurst  
 Breze 0,65 | Kornsemmel 0,40 | WeiÃŸwurs; Obst 0,40    
 Kornsemmel 0,40 | Obst 0,40 | WeiÃŸwurs; Breze 0,65    
 WeiÃŸwurst | WeiÃŸwurst | Wie; Breze 0,65    
 Port. Butter Honig ec | WeiÃŸwurst | WeiÃŸwu; Breze 0,65    
 Backwaren Kuchen 1,30 | WeiÃŸwurst | WeiÃŸwu; Breze 0,65    
 Breze 0,65 | Klassik Semmel 0,30 | belegte Backw. 1,40 ; WeiÃŸwurst  
 Klassik Semmel 0,30 | WeiÃŸwurst | belegte Backw. 1,4; Breze 0,65    
 BIO Back 0,45 | WeiÃŸwurst | Wiene; Breze 0,65    
 Backwaren Kuchen 1,30 | WeiÃŸwurst | Wiene; Breze 0,65 | Klassik Semmel 0,30 | Semmeln |
 Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | WeiÃŸwurs; Breze 0,65    
 Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | Semmeln | WeiÃŸwurs; Breze 0,65    
 Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | WeiÃŸwurst | Wiene; Breze 0,65 | Semmeln |
 Backwaren Kuchen 1,30 | Semmeln | WeiÃŸwurst | Wiene; Breze 0,65 | Klassik Semmel 0,30 |
 Backwaren Kuchen 1,30 | Breze 0,65 | WeiÃŸwurst | Wiene; Klassik Semmel 0,30 | Semmeln |
 Breze 0,65 | Semmeln | WeiÃŸwurst | Wiene; Klassik Semmel 0,30    
 Backwaren Kuchen 1,30 | Breze 0,65 | Klassik Semmel 0,30 | WeiÃŸwurs; Semmeln    
 Breze 0,65 | Klassik Semmel 0,30 | WeiÃŸwurst | Wiene; Semmeln    
 Breze 0,65 | Klassik Semmel 0,30 | Semmeln | WeiÃŸwurs; Backwaren Kuchen 1,30    
 Backwaren Kuchen 1,30 | Breze 0,65 | Klassik Semmel 0,30 | Semmeln | WeiÃŸwurs; Wiener    
 Backwaren Kuchen 1,30 | Breze 0,65 | Klassik Semmel 0,30 | WeiÃŸwurst | Wiene; Semmeln    
 Backwaren Kuchen 1,30 | Breze 0,65 | Semmeln | WeiÃŸwurst | Wiene; Klassik Semmel 0,30    
 Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | Semmeln | WeiÃŸwurst | Wiene; Breze 0,65    
 Breze 0,65 | Klassik Semmel 0,30 | Semmeln | WeiÃŸwurst | Wiene; Backwaren Kuchen 1,30    
 Obstbecher 0,90 | WeiÃŸwurst | Wiene; Klassik Semmel 0,30 | Semmeln |
 Klassik Semmel 0,30 | Obstbecher 0,90 | WeiÃŸwurs; Semmeln    
 Klassik Semmel 0,30 | Obstbecher 0,90 | Semmeln | WeiÃŸwurs; Wiener    
 Klassik Semmel 0,30 | Obstbecher 0,90 | WeiÃŸwurst | Wiene; Semmeln    
 Obstbecher 0,90 | Semmeln | WeiÃŸwurst | Wiene; Klassik Semmel 0,30    
 Klassik Semmel 0,30 | Semmeln | WeiÃŸwurs; Wiener    
 Semmeln | WeiÃŸwurst | Wiene; Klassik Semmel 0,30    
 Port. Butter Honig ec | Semmeln | WeiÃŸwurs; Breze 0,65    
 Backwaren Kuchen 1,30 | Semmeln | WeiÃŸwurs; Breze 0,65    1.6666666666666
 Backwaren Kuchen 1,30 | Obstbecher 0,90 | WeiÃŸwurs; Breze 0,65    
 Backwaren Kuchen 1,30 | Breze 0,65 | Breze 0,65 ; Semmeln    
 O-Saft frisch | O-Saft frisch | WeiÃŸwurs; Breze 0,65    
 BIO Molkerei 0,50 | Marmelade 0,35 ; BIO Back 0,45    
 Croissant 0,90 | Marmelade 0,35 ; Port. Butter Honig ec    
 LeberkÃ¤se Semmel | Marmelade 0,3; Semmeln    
 BIO Back 0,45 | LeberkÃ¤se Semmel | Marmelade 0,3; Kornsemmel 0,40 | Port. Butter Honig ec | Semmeln |
 BIO Back 0,45 | Marmelade 0,35 | Semmeln ; Kornsemmel 0,40 | Port. Butter Honig ec |
 Kornsemmel 0,40 | LeberkÃ¤se Semmel | Marmelade 0,3; BIO Back 0,45 | Port. Butter Honig ec | Semmeln |
 LeberkÃ¤se Semmel | Marmelade 0,35 | Port. Butter Honig e; BIO Back 0,45 | Kornsemmel 0,40 | Semmeln |
 BIO Back 0,45 | Kornsemmel 0,40 | Marmelade 0,35 ; Port. Butter Honig ec | Semmeln |
 BIO Back 0,45 | Kornsemmel 0,40 | LeberkÃ¤se Semmel | Marmelade 0,3; Port. Butter Honig ec | Semmeln |
 BIO Back 0,45 | Kornsemmel 0,40 | Marmelade 0,35 | Semmeln ; Port. Butter Honig ec    
 BIO Back 0,45 | LeberkÃ¤se Semmel | Marmelade 0,35 | Semmel; Kornsemmel 0,40 | Port. Butter Honig ec |
 Kornsemmel 0,40 | LeberkÃ¤se Semmel | Marmelade 0,35 | Semmel; BIO Back 0,45 | Port. Butter Honig ec |
 BIO Back 0,45 | LeberkÃ¤se Semmel | Marmelade 0,35 | Port. Butter Honig e; Kornsemmel 0,40 | Semmeln |
 BIO Back 0,45 | Marmelade 0,35 | Port. Butter Honig ec | Semmeln ; Kornsemmel 0,40    
 LeberkÃ¤se Semmel | Marmelade 0,35 | Port. Butter Honig ec | Semmel; BIO Back 0,45 | Kornsemmel 0,40 |
 Kornsemmel 0,40 | LeberkÃ¤se Semmel | Marmelade 0,35 | Port. Butter Honig e; BIO Back 0,45 | Semmeln |
 BIO Back 0,45 | Kornsemmel 0,40 | Port. Butter Honig ec ; Semmeln    
 BIO Back 0,45 | Kornsemmel 0,40 | LeberkÃ¤se Semmel | Port. Butter Honig e; Semmeln    
 BIO Back 0,45 | Kornsemmel 0,40 | Marmelade 0,35 | Port. Butter Honig ec ; Semmeln    
 BIO Back 0,45 | Kornsemmel 0,40 | Port. Butter Honig ec | Semmeln ; LeberkÃ¤se Semmel  
 BIO Back 0,45 | Kornsemmel 0,40 | LeberkÃ¤se Semmel | Marmelade 0,35 | Port. Butter Honig e; Semmeln    
 BIO Back 0,45 | Kornsemmel 0,40 | LeberkÃ¤se Semmel | Marmelade 0,35 | Semmel; Port. Butter Honig ec    
 BIO Back 0,45 | Kornsemmel 0,40 | LeberkÃ¤se Semmel | Port. Butter Honig ec | Semmel; Marmelade 0,35    
 BIO Back 0,45 | Kornsemmel 0,40 | Marmelade 0,35 | Port. Butter Honig ec | Semmeln ; LeberkÃ¤se Semmel  
 BIO Back 0,45 | LeberkÃ¤se Semmel | Marmelade 0,35 | Port. Butter Honig ec | Semmel; Kornsemmel 0,40    
 Kornsemmel 0,40 | LeberkÃ¤se Semmel | Marmelade 0,35 | Port. Butter Honig ec | Semmel; BIO Back 0,45    
 BIO-RÃ¼hrei | Backwaren Kuchen 1,30 | Marmelade 0,3; Klassik Semmel 0,30 | Port. Butter Honig ec |
 BIO-RÃ¼hrei | Backwaren Kuchen 1,30 | Port. Butter Honig e; Klassik Semmel 0,30    
 BIO-RÃ¼hrei | Backwaren Kuchen 1,30 | Klassik Semmel 0,3; Port. Butter Honig ec    
 Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | Marmelade 0,35 ; BIO-RÃ¼hrei | Port. Butter Honig ec
 BIO-RÃ¼hrei | Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | Marmelade 0,3; Port. Butter Honig ec    
 BIO-RÃ¼hrei | Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | Port. Butter Honig e; Marmelade 0,35    
 BIO-RÃ¼hrei | Backwaren Kuchen 1,30 | Marmelade 0,35 | Port. Butter Honig e; Klassik Semmel 0,30    
 Backwaren Kuchen 1,30 | Klassik Semmel 0,30 | Marmelade 0,35 | Port. Butter Honig ec ; BIO-RÃ¼hrei  
 BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Marmelade 0,35 ; Port. Butter Honig ec    
 Marmelade 0,35 | Marmelade 0,35 ; Port. Butter Honig ec | Semmeln | belegte Backw. 1,40 |
 Marmelade 0,35 | Marmelade 0,35 | Semmeln ; Port. Butter Honig ec | belegte Backw. 1,40 |
 Marmelade 0,35 | Marmelade 0,35 | belegte Backw. 1,40 ; Port. Butter Honig ec    
 Marmelade 0,35 | Marmelade 0,35 | Marmelade 0,35 ; Port. Butter Honig ec | Semmeln | belegte Backw. 1,40 |
 Marmelade 0,35 | Marmelade 0,35 | Port. Butter Honig ec | Semmeln ; belegte Backw. 1,40    
 Marmelade 0,35 | Marmelade 0,35 | Semmeln | belegte Backw. 1,40 ; Port. Butter Honig ec    
 Marmelade 0,35 | Marmelade 0,35 | Marmelade 0,35 | Semmeln ; Port. Butter Honig ec | belegte Backw. 1,40 |
 Marmelade 0,35 | Marmelade 0,35 | Marmelade 0,35 | belegte Backw. 1,40 ; Port. Butter Honig ec | Semmeln |
 Marmelade 0,35 | Marmelade 0,35 | Marmelade 0,35 | Port. Butter Honig ec ; Semmeln | belegte Backw. 1,40 |
 Marmelade 0,35 | Marmelade 0,35 | Marmelade 0,35 | Port. Butter Honig ec | Semmeln ; belegte Backw. 1,40    
 Marmelade 0,35 | Marmelade 0,35 | Marmelade 0,35 | Port. Butter Honig ec | belegte Backw. 1,40 ; Semmeln    
 Marmelade 0,35 | Marmelade 0,35 | Marmelade 0,35 | Semmeln | belegte Backw. 1,40 ; Port. Butter Honig ec    
 BIO-RÃ¼hrei | Marmelade 0,35 | Semmel; Klassik Semmel 0,30 | Port. Butter Honig ec |
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Marmelade 0,3; Port. Butter Honig ec    
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Marmelade 0,35 | Semmel; Port. Butter Honig ec    
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Port. Butter Honig ec | Semmel; Marmelade 0,35    
 BIO-RÃ¼hrei | Marmelade 0,35 | Port. Butter Honig ec | Semmel; Klassik Semmel 0,30    
 BIO Molkerei 0,80 | KÃ¤se-Mohn Breze | Marmelade 0,3; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Marmelade 0,35 | Obst 0,40 ; Kornsemmel 0,40 | Port. Butter Honig ec |
 BIO Molkerei 1,00 | Obst 0,40 | Port. Butter Honig ec ; Kornsemmel 0,40    
 BIO Molkerei 1,00 | Kornsemmel 0,40 | Obst 0,40 ; Port. Butter Honig ec    
 Kornsemmel 0,40 | Marmelade 0,35 | Obst 0,40 ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Kornsemmel 0,40 | Marmelade 0,35 | Obst 0,40 ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Kornsemmel 0,40 | Obst 0,40 | Port. Butter Honig ec ; Marmelade 0,35    
 BIO Molkerei 1,00 | Marmelade 0,35 | Obst 0,40 | Port. Butter Honig ec ; Kornsemmel 0,40    
 Kornsemmel 0,40 | Marmelade 0,35 | Obst 0,40 | Port. Butter Honig ec ; BIO Molkerei 1,00    
 BIO Molkerei 1,00 | Klassik Semmel 0,30 | Marmelade 0,35 ; Kornsemmel 0,40 | Port. Butter Honig ec |
 BIO Molkerei 1,00 | Klassik Semmel 0,30 | Port. Butter Honig ec ; Kornsemmel 0,40    
 BIO Molkerei 1,00 | Klassik Semmel 0,30 | Kornsemmel 0,40 ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Klassik Semmel 0,30 | Kornsemmel 0,40 | Marmelade 0,35 ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Klassik Semmel 0,30 | Kornsemmel 0,40 | Port. Butter Honig ec ; Marmelade 0,35    
 BIO Molkerei 1,00 | Klassik Semmel 0,30 | Marmelade 0,35 | Port. Butter Honig ec ; Kornsemmel 0,40    
 BIO Molkerei 1,00 | Kornsemmel 0,40 | Marmelade 0,35 ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Marmelade 0,35 | Port. Butter Honig ec ; Kornsemmel 0,40    
 Klassik Semmel 0,30 | Marmelade 0,35 | belegte Backw. 1,40 ; Kornsemmel 0,40 | Port. Butter Honig ec |
 Kornsemmel 0,40 | Marmelade 0,35 | belegte Backw. 1,40 ; Klassik Semmel 0,30 | Port. Butter Honig ec |
 Klassik Semmel 0,30 | Kornsemmel 0,40 | Marmelade 0,35 | belegte Backw. 1,40 ; Port. Butter Honig ec    
 Klassik Semmel 0,30 | Marmelade 0,35 | Port. Butter Honig ec | belegte Backw. 1,40 ; Kornsemmel 0,40    
 Kornsemmel 0,40 | Marmelade 0,35 | Port. Butter Honig ec | belegte Backw. 1,40 ; Klassik Semmel 0,30    
 Breze 0,65 | Marmelade 0,35 | belegte Backw. 1,40 ; Port. Butter Honig ec | Wiener |
 Marmelade 0,35 | belegte Backw. 1,40 | belegte Backw. 1,40 ; Port. Butter Honig ec | Semmeln |
 Semmeln | belegte Backw. 1,40 | belegte Backw. 1,40 ; Port. Butter Honig ec    
 Port. Butter Honig ec | belegte Backw. 1,40 | belegte Backw. 1,40 ;, 
 Marmelade 0,35 | Semmeln | belegte Backw. 1,40 | belegte Backw. 1,40 ; Port. Butter Honig ec    
 Port. Butter Honig ec | Semmeln | belegte Backw. 1,40 | belegte Backw. 1,40 ; Marmelade 0,35    
 Marmelade 0,35 | Port. Butter Honig ec | belegte Backw. 1,40 ;, 
 Marmelade 0,35 | Semmeln | belegte Backw. 1,40 ; Port. Butter Honig ec    
 Port. Butter Honig ec | Semmeln | belegte Backw. 1,40 ; Marmelade 0,35    2
 Marmelade 0,35 | Port. Butter Honig ec | Port. Butter Honig ec ; belegte Backw. 1,40    1.6363636363636
 Port. Butter Honig ec | Port. Butter Honig ec | belegte Backw. 1,40 ; Semmeln    
 Marmelade 0,35 | Wiener | belegte Backw. 1,40 ; Breze 0,65 | Port. Butter Honig ec |
 Port. Butter Honig ec | Wiener | belegte Backw. 1,40 ; Breze 0,65    
 Breze 0,65 | Marmelade 0,35 | Port. Butter Honig ec | belegte Backw. 1,40 ; Wiener    
 Breze 0,65 | Marmelade 0,35 | Wiener | belegte Backw. 1,40 ; Port. Butter Honig ec    
 Breze 0,65 | Port. Butter Honig ec | Wiener | belegte Backw. 1,40 ; Marmelade 0,35    
 Marmelade 0,35 | Port. Butter Honig ec | Wiener | belegte Backw. 1,40 ; Breze 0,65    
 Marmelade 0,35 | O-Saft frisch | Wiener ; Breze 0,65 | Ei 0,30 | Port. Butter Honig ec |
 Breze 0,65 | Marmelade 0,35 | Semmeln | Wiener ; O-Saft frisch    
 Marmelade 0,35 | O-Saft frisch | Semmeln | Wiener ; Breze 0,65    
 Marmelade 0,35 | Obstbecher 0,90 | Wiener ; Ei 0,30 | Kornsemmel 0,40 | Port. Butter Honig ec |
 Ei 0,30 | Marmelade 0,35 | Obstbecher 0,90 | Wiener ; Kornsemmel 0,40 | Port. Butter Honig ec |
 Ei 0,30 | Obstbecher 0,90 | Port. Butter Honig ec | Wiener ; Kornsemmel 0,40    
 Marmelade 0,35 | Obstbecher 0,90 | Port. Butter Honig ec | Wiener ; Ei 0,30 | Kornsemmel 0,40 |
 Kornsemmel 0,40 | Marmelade 0,35 | Wiener ; Ei 0,30 | Obstbecher 0,90 | Port. Butter Honig ec |
 Ei 0,30 | Kornsemmel 0,40 | Marmelade 0,35 | Wiener ; Obstbecher 0,90 | Port. Butter Honig ec |
 Kornsemmel 0,40 | Marmelade 0,35 | Obstbecher 0,90 | Wiener ; Ei 0,30 | Port. Butter Honig ec |
 Kornsemmel 0,40 | Marmelade 0,35 | Port. Butter Honig ec | Wiener ; Ei 0,30 | Obstbecher 0,90 |
 Ei 0,30 | Kornsemmel 0,40 | Port. Butter Honig ec | Wiener ; Obstbecher 0,90    
 Ei 0,30 | Kornsemmel 0,40 | Marmelade 0,35 | Obstbecher 0,90 | Wiener ; Port. Butter Honig ec    
 Ei 0,30 | Kornsemmel 0,40 | Marmelade 0,35 | Port. Butter Honig ec | Wiener ; Obstbecher 0,90    
 Ei 0,30 | Kornsemmel 0,40 | Obstbecher 0,90 | Port. Butter Honig ec | Wiener ; Marmelade 0,35    
 Ei 0,30 | Marmelade 0,35 | Obstbecher 0,90 | Port. Butter Honig ec | Wiener ; Kornsemmel 0,40    
 Kornsemmel 0,40 | Marmelade 0,35 | Obstbecher 0,90 | Port. Butter Honig ec | Wiener ; Ei 0,30    
 Marmelade 0,35 | O-Saft frisch | O-Saft frisch ; Breze 0,65 | Ei 0,30 | Port. Butter Honig ec | Semmeln |
 Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec | Wiener ; Breze 0,65 | Ei 0,30 |
